lemma
ábécéskönyv
ablakszárny
abrakos
ábrándkép
abroncsvas
acéltoll
acélváz
ácsszeg
adattár
adminisztratív
adófőkönyv
adóív
adókönyv
adópénztár
adós
adótárgy
adott
adóügy
ág
ágrólszakadt
agy
ágy
agyagföld
agyar
ágyas
ágyasház
ágyastárs
ágyfej
ágyláb
ágytál
ágytoll
ágyútalp
ajándékkönyv
ajándéktárgy
ajk
ajtószárny
akácméz
aknás
aknazár
akós
aláírókönyv
alakvas
alakzóív
alamizsnás
alapár
alapdíj
alapél
alapelv
alapfal
alapnyelv
alapszerv
alapvonal
alárendelt
alföld
álhaj
alhas
alifás
alj
alkalmazott
alkatrész
alkotóház
alkotórész
alkuszdíj
áll
álláb
államkincstár
államnyelv
állampénztár
államsorsjegy
államügy
álláshely
állategészségügy
állatház
állatkép
állatöv
állattár
állításköteles
állóhely
állókép
állomáshely
állszíj
almahéj
almasav
almásderes
almazöld
álmoskönyv
álomkép
alsóéves
alsóház
alsószárnyas
álszakáll
alszár
alszeg
altáj
áltört
altörzs
aludt
aludttej
alulírott
alváz
alvég
alvóhely
amerikánus
amerikás
aminosav
angórafonal
angyalhaj
antantszíj
anyaegyház
anyaföld
anyagleltár
ápolt
anyagraktár
anyajegy
anyajel
anyakönyv
anyanyelv
anyaöl
anyaszentegyház
anyaszív
anyatárs
anyatej
apatárs
aperitiv
aprítógép
apróvad
ár
ár
ár
áradmányos
áramvonal
arany
aranyeres
aranyfog
aranygyapjas
aranyhaj
aranyhal
aranyhegy
aranyláz
aranyszál
aranytárgy
aranytoll
aratógép
aratórész
arcél
archivális
arckép
arcképes
arcszög
arctoll
arcvonal
árendás
arktikus
árny
árnykép
artikulációs
áruház
árujegy
árukönyv
áruraktár
áruvédjegy
árvaház
árvalányhaj
árvaügy
árvízkárosult
ásóláb
ásványolaj
ásványtár
aszkorbinsav
asszonyfej
asszonynép
asszonytárs
asztalláb
asztaltárs
asztaltűzhely
asztalvég
átírókönyv
átírótoll
átjáróház
átkelőhely
átlagár
atomcsend
átszállóhely
átszállójegy
autóbuszjegy
autógyár
autós
autótérkép
azúrkék
babafej
babérc
bábszínház
bádogos
bagolyvár
báj
bajonettzár
bajtárs
bakancsszeg
bakhát
bakszakáll
bakterház
ballonzár
bálnafog
baloldal
balszárny
bálványkép
bambusznád
banánhéj
banderiális
bankház
bankjegy
bankkamatláb
bankügy
bányagép
bányatérkép
barackíz
báránypörkölt
barbitursav
baromfigyár
beavatott
becsinált
becsületügy
becsvágy
befőtt
begy
bejáratós
békahal
békanyál
békedíj
békeév
békeküldött
békevágy
bélebűzhödt
belépődíj
belépőjegy
belföld
bélháj
bélletív
bélnedv
belügy
bélyegzőgép
bélyegzővas
bennkosztos
bennszülött
benzoesav
beosztott
béres
bergamottolaj
bérház
bérletes
bérletjegy
bérletpénztár
bérlőtárs
bérszínvonal
beszédrész
beszédszerv
beszélőgép
beszélőszerv
betegágy
betegpénztár
betétív
betétkönyv
betlehemes
betonalj
betonláb
betonvas
betöréses
betűhely
betűjel
bevert
bibeszál
bikanyál
binokuláris
binomiális
birkanyáj
birtokív
bírvágy
bivalytej
blokkház
bocskorszíj
bokaszíj
boldogult
bolhaszínház
boltív
boltváll
bolyhozógép
bombakárosult
bombázógép
bontóvas
borág
bordásfal
bordélyház
borház
borjúbecsinált
borjúláb
borjúpörkölt
borjúsült
borjúszegy
borkősav
borolaj
boronafal
borotvaél
borotvaszíj
borotvatál
bórsav
borzderes
borzeb
boszorkánytej
bosszúszomj
bosszúvágy
botanikus
botfül
bölcs
bölcsességfog
bőrfodorszál
bőrgyár
bőrszeg
bőrszíj
bőrtalp
börtönügy
börzés
brikettgyár
bronzvöros
búcsús
budaiföld
bujtóág
bukógát
burgonyaföld
burgonyametélt
buszjegy
butéliás
bútorgyár
bútorraktár
búvóhely
búvólyuk
búzaalj
búzafej
búzaföld
búzaszál
búzaszár
bűbáj
büfés
bükkfanyelv
bükkös
bűnjel
bűntárs
büntetőügy
bűntett
bűnügy
bűnvád
bűvészkönyv
cédulaház
célgép
célnyelv
céltárgy
cementgyár
cementtej
cérnametélt
cérnaszál
cérnázógép
ceruzahegy
cethal
cickafark
cigányhal
cigánymeggy
cigányszeg
cigarettavég
cikszár
címkép
címoldal
címtár
címzetes
címzett
cinkfehér
cinkostárs
cinóberpiros
cinóbervöros
cipészmell
cipészszeg
cipőfelsőrész
cipőgyár
cipőtalp
cipzár
citromhéj
citromolaj
citromsav
combfej
combnyak
cukorgyár
cukormáz
cukornád
csacsifüles
csalihal
csapágy
csaplyuk
csapóvas
csapszeg
csás
császárszakáll
csatakép
csatornadíj
csavarfej
csavarszárny
csavarvonal
csecsemőtej
csecsfog
csekk-könyv
csel
cselédház
cselédkönyv
csemegevaj
csend
csendestárs
csepleszmeggy
cséplőgép
cséplőgéprész
cséplőrész
cséplőszíj
csepp
cseppentős
csereösztöndíj
cseréptál
csereszabatos
cseresznyeszár
cseretárgy
csersav
csertölgy
cserzőkád
csészealj
csibésznyelv
csigaház
csigahéj
csigavonal
csíkhal
csikóbőrös
csikófog
csikóhal
csikós
csikótűzhely
csillagév
csillagkép
csillagtérkép
csipedett
csípővas
csizmaszár
csizmatalp
csokoládégyár
csokoládémáz
csomagterv
csónakház
csontenyv
csontház
csonthéj
csonthéjas
csontolaj
csontváz
csoportkép
csoportnyelv
csönd
csöpp
csőszájfék
csőváz
csúcsív
csúcsrügy
csúcsszerv
csúcsszög
csukamájolaj
csuklószíj
csutkaszár
dagadt
dagasztógép
dagasztóláb
dajkanyelv
dallamvonal
daloskönyv
dalszínház
dámvad
darabár
daraérc
darálógép
dárdahegy
darufúrógép
daruláb
darutoll
decis
dedós
délelőttös
deltaszárny
délutános
demarkációs
deportált
deportált
derékalj
derékhad
derékszíj
derékszög
deréktáj
derivált
deszkafal
deszkaszál
dezoxiribonukleinsav
diadalív
diákév
diákjegy
diáknyelv
diáktárs
dicsőségvágy
dicsszomj
dicsvágy
differenciálfék
díj
diliház
dinamógép
dinnyeföld
dinnyehéj
dióhéj
dióolaj
diplomaterv
díszhal
díszhely
diszkoszhal
disznóláb
disznóól
disznósült
díszsírhely
disszidens
dísztárgy
divatáruház
divathölgy
divatjamúlt
diverzáns
dobozgyár
dobtár
dohánygyár
dohányszín
dolgozótárs
dologház
dombhát
domboldal
dongaláb
dörzsköszörűgép
drágaköves
drótszeg
dugattyúágy
dunyhahéj
dúvad
duzzasztógát
dűlőföld
eb
ebédjegy
ebfog
ebihal
ecetsav
