xpostag	lemma	lv_form	lemma_ipa	lv_form_ipa	stem_final_cluster	linking_vowel	lv_freq	lemma_freq	nlv_form	nlv_form_ipa	nlv_freq	lv_odds	lv_log_odds	ultimate_c	penultimate_c	cons_1	son_1	cont_1	labial_1	coronal_1	anterior_1	dorsal_1	lateral_1	voice_1	delrel_1	seg_1	long_1	open1_1	open2_1	cons_2	son_2	cont_2	labial_2	coronal_2	anterior_2	dorsal_2	lateral_2	voice_2	delrel_2	seg_2	long_2	open1_2	open2_2	sonority_ultimate_c	sonority_penultimate_c	sonority_slope
[/N][Acc]	fegyverkovács	fegyverkovácsot	feḏverkováč	feḏverkováčot	č	o	48	1792	fegyverkovácst	feḏverkováčt	4	12	2.4849066497880004	č	NA	1	0	0	NA	1	0	NA	NA	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	14
[/N][Acc]	kegyúr	kegyurat	keḏúr	keḏurat	r	a	48	3286	kegyúrt	keḏúrt	2	24	3.1780538303479458	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kerékpárzár	kerékpárzárat	kerékpárzár	kerékpárzárat	r	a	48	401	kerékpárzárt	kerékpárzárt	2	24	3.1780538303479458	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kényúr	kényurat	kéṉúr	kéṉurat	r	a	48	1280	kényúrt	kéṉúrt	14	3.4285714285714284	1.2321436812926323	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rádiótorony	rádiótornyot	rádiótoroṉ	rádiótorṉot	rṉ	o	48	531	rádiótoronyt	rádiótoroṉt	1	48	3.871201010907891	ṉ	r	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	3	4	434
[/N][Acc]	szakszótár	szakszótárat	saksótár	saksótárat	r	a	48	3162	szakszótárt	saksótárt	91	0.5274725274725275	-0.639658495608959	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	váltóhely	váltóhelyet	váltóhej	váltóhejet	j	e	48	1060	váltóhelyt	váltóhejt	1	48	3.871201010907891	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	babsátor	babsátrat	babšátor	babšátrat	tr	a	47	65	babsátort	babšátort	1	47	3.8501476017100584	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	ciprusolaj	ciprusolajat	ciprušolaj	ciprušolajat	j	a	47	172	ciprusolajt	ciprušolajt	2	23.5	3.1570004211501135	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	ekefej	ekefejet	ekefej	ekefejet	j	e	47	966	ekefejt	ekefejt	1	47	3.8501476017100584	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	selyemgyár	selyemgyárat	šejemḏár	šejemḏárat	r	a	47	766	selyemgyárt	šejemḏárt	2	23.5	3.1570004211501135	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	túranaptár	túranaptárat	túranaptár	túranaptárat	r	a	47	574	túranaptárt	túranaptárt	47	1	0	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	játszósátor	játszósátrat	játsóšátor	játsóšátrat	tr	a	46	410	játszósátort	játsóšátort	5	9.2	2.2192034840549946	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	névrajz	névrajzot	névrajz	névrajzot	jz	o	46	440	névrajzt	névrajzt	1	46	3.828641396489095	z	j	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	2	4	424
[/N][Acc]	személyjel	személyjelet	seméjjel	seméjjelet	l	e	46	789	személyjelt	seméjjelt	1	46	3.828641396489095	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	füttyjel	füttyjelet	füṯṯjel	füṯṯjelet	l	e	45	392	füttyjelt	füṯṯjelt	3	15	2.70805020110221	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	gyászlepel	gyászleplet	ḏáslepel	ḏásleplet	pl	e	45	316	gyászlepelt	ḏáslepelt	4	11.25	2.4203681286504293	l	p	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	0	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	honvédszobor	honvédszobrot	honvédsobor	honvédsobrot	br	o	45	306	honvédszobort	honvédsobort	1	45	3.80666248977032	r	b	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	raktártér	raktárteret	raktártér	raktárteret	r	e	45	461	raktártért	raktártért	1	45	3.80666248977032	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	részvénykosár	részvénykosarat	résvéṉkošár	résvéṉkošarat	r	a	45	1179	részvénykosárt	résvéṉkošárt	1	45	3.80666248977032	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	szivargyár	szivargyárat	sivarḏár	sivarḏárat	r	a	45	357	szivargyárt	sivarḏárt	1	45	3.80666248977032	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	adóraktár	adóraktárat	adóraktár	adóraktárat	r	a	44	11096	adóraktárt	adóraktárt	75	0.5866666666666667	-0.5332984796180493	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	fociláz	focilázat	fociláz	focilázat	z	a	44	1186	focilázt	focilázt	3	14.666666666666666	2.6855773452501515	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	hangkönyvtár	hangkönyvtárat	hangköṉvtár	hangköṉvtárat	r	a	44	383	hangkönyvtárt	hangköṉvtárt	2	22	3.091042453358316	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	hiányjel	hiányjelet	hiáṉjel	hiáṉjelet	l	e	44	592	hiányjelt	hiáṉjelt	1	44	3.784189633918261	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	jelentős	jelentőset	jelentőš	jelentőšet	š	e	44	3172392	jelentőst	jelentőšt	145	0.30344827586206896	-1.1925441085023132	š	NA	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	kőolajár	kőolajárat	kőolajár	kőolajárat	r	a	44	1007	kőolajárt	kőolajárt	1	44	3.784189633918261	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	méhkaptár	méhkaptárat	méhkaptár	méhkaptárat	r	a	44	2208	méhkaptárt	méhkaptárt	337	0.13056379821958458	-2.035893296434101	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	objektív	objektívot	objektív	objektívot	v	o	44	246344	objektívt	objektívt	1	44	3.784189633918261	v	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	vízzár	vízzárat	vízzár	vízzárat	r	a	44	561	vízzárt	vízzárt	6	7.333333333333333	1.992430164690206	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	csendestárs	csendestársat	čendeštárš	čendeštáršat	rš	a	43	1374	csendestárst	čendeštáršt	1	43	3.7612001156935624	š	r	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	2	4	424
[/N][Acc]	kötélhossz	kötélhosszat	kötélhoss	kötélhossat	ss	a	43	1230	kötélhosszt	kötélhosst	120	0.35833333333333334	-1.0262916270884836	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	műméz	műmézet	műméz	műmézet	z	e	43	209	műmézt	műmézt	1	43	3.7612001156935624	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	ördögfej	ördögfejet	ördögfej	ördögfejet	j	e	43	212	ördögfejt	ördögfejt	1	43	3.7612001156935624	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kovácsműhely	kovácsműhelyet	kováčműhej	kováčműhejet	j	e	42	6236	kovácsműhelyt	kováčműhejt	598	0.07023411371237458	-2.6559211356672634	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	látványraktár	látványraktárat	látváṉraktár	látváṉraktárat	r	a	42	1042	látványraktárt	látváṉraktárt	46	0.9130434782608696	-0.09097177820572676	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	minimumnyugdíj	minimumnyugdíjat	minimumṉugdíj	minimumṉugdíjat	j	a	42	200	minimumnyugdíjt	minimumṉugdíjt	1	42	3.737669618283368	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	másodvonal	másodvonalat	mášodvonal	mášodvonalat	l	a	42	1054	másodvonalt	mášodvonalt	1	42	3.737669618283368	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	osztálykönyvtár	osztálykönyvtárat	ostájköṉvtár	ostájköṉvtárat	r	a	42	705	osztálykönyvtárt	ostájköṉvtárt	12	3.5	1.252762968495368	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	patkolókovács	patkolókovácsot	patkolókováč	patkolókováčot	č	o	42	2419	patkolókovácst	patkolókováčt	1	42	3.737669618283368	č	NA	1	0	0	NA	1	0	NA	NA	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	14
[/N][Acc]	tűz	tűzet	tűz	tűzet	z	e	42	931641	tűzt	tűzt	25	1.68	0.5187937934151675	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	favödör	favödröt	favödör	favödröt	dr	ö	41	198	favödört	favödört	1	41	3.713572066704308	r	d	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	1	0	1	NA	NA	NA	4	1	144
[/N][Acc]	fogasszíj	fogasszíjat	fogassíj	fogassíjat	j	a	41	763	fogasszíjt	fogassíjt	1	41	3.713572066704308	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	közhelyszótár	közhelyszótárat	közhejsótár	közhejsótárat	r	a	41	491	közhelyszótárt	közhejsótárt	50	0.82	-0.19845093872383832	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	lépcsőtorony	lépcsőtornyot	lépčőtoroṉ	lépčőtorṉot	rṉ	o	41	407	lépcsőtoronyt	lépčőtoroṉt	1	41	3.713572066704308	ṉ	r	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	3	4	434
[/N][Acc]	oláh	oláhot	oláh	oláhot	h	o	41	97210	oláht	oláht	90	0.45555555555555555	-0.7862376036259573	h	NA	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	szállásár	szállásárat	sállášár	sállášárat	r	a	41	1054	szállásárt	sállášárt	1	41	3.713572066704308	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	szállóhely	szállóhelyet	sállóhej	sállóhejet	j	e	41	399	szállóhelyt	sállóhejt	3	13.666666666666666	2.614959778036198	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	vigéc	vigécet	vigéc	vigécet	c	e	41	885	vigéct	vigéct	1	41	3.713572066704308	c	NA	1	0	0	NA	1	1	NA	NA	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	14
[/N][Acc]	hóteher	hóterhet	hóteher	hóterhet	rh	e	40	591	hótehert	hótehert	29	1.3793103448275863	0.32158362412746233	h	r	1	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	4	4	444
[/N][Acc]	kantár	kantárat	kantár	kantárat	r	a	40	7300	kantárt	kantárt	1580	0.02531645569620253	-3.676300671907076	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	növényolaj	növényolajat	növéṉolaj	növéṉolajat	j	a	40	900	növényolajt	növéṉolajt	5	8	2.0794415416798357	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	referens	referenset	referenš	referenšet	nš	e	40	64846	referenst	referenšt	1289	0.03103180760279286	-3.4727425488252512	š	n	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	2	3	324
[/N][Acc]	sapiens	sapienset	šapienš	šapienšet	nš	e	40	13919	sapienst	šapienšt	330	0.12121212121212122	-2.1102132003465894	š	n	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	2	3	324
[/N][Acc]	traverz	traverzet	traverz	traverzet	rz	e	40	1380	traverzt	traverzt	27	1.4814814814814814	0.3930425881096072	z	r	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	2	4	424
[/N][Acc]	trágyakazal	trágyakazlat	tráḏakazal	tráḏakazlat	zl	a	40	311	trágyakazalt	tráḏakazalt	5	8	2.0794415416798357	l	z	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	4	2	244
[/N][Acc]	versenyvonal	versenyvonalat	veršeṉvonal	veršeṉvonalat	l	a	40	230	versenyvonalt	veršeṉvonalt	1	40	3.688879454113936	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	vérkönny	vérkönnyet	vérköṉṉ	vérköṉṉet	ṉṉ	e	40	556	vérkönnyt	vérköṉṉt	1	40	3.688879454113936	ṉ	ṉ	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	3	3	334
[/N][Acc]	élelmiszerkosár	élelmiszerkosarat	élelmiserkošár	élelmiserkošarat	r	a	40	360	élelmiszerkosárt	élelmiserkošárt	1	40	3.688879454113936	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	búcsúpohár	búcsúpoharat	búčúpohár	búčúpoharat	r	a	39	142	búcsúpohárt	búčúpohárt	2	19.5	2.970414465569701	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	hóvár	hóvárat	hóvár	hóvárat	r	a	39	215	hóvárt	hóvárt	1	39	3.6635616461296463	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kézirattár	kézirattárat	kézirattár	kézirattárat	r	a	39	6002	kézirattárt	kézirattárt	7	5.571428571428571	1.717651497074333	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rózsaméz	rózsamézet	róžaméz	róžamézet	z	e	39	611	rózsamézt	róžamézt	2	19.5	2.970414465569701	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	szomszédvár	szomszédvárat	somsédvár	somsédvárat	r	a	39	2105	szomszédvárt	somsédvárt	5	7.8	2.0541237336955462	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	tanúsítványtár	tanúsítványtárat	tanúšítváṉtár	tanúšítváṉtárat	r	a	39	697	tanúsítványtárt	tanúšítváṉtárt	1	39	3.6635616461296463	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	torzonborz	torzonborzot	torzonborz	torzonborzot	rz	o	39	2695	torzonborzt	torzonborzt	1	39	3.6635616461296463	z	r	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	2	4	424
[/N][Acc]	vadszeder	vadszedret	vadseder	vadsedret	dr	e	39	387	vadszedert	vadsedert	2	19.5	2.970414465569701	r	d	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	1	0	1	NA	NA	NA	4	1	144
[/N][Acc]	védőzár	védőzárat	védőzár	védőzárat	r	a	39	110	védőzárt	védőzárt	2	19.5	2.970414465569701	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	bevésőzár	bevésőzárat	bevéšőzár	bevéšőzárat	r	a	38	300	bevésőzárt	bevéšőzárt	1	38	3.6375861597263857	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	csikótűzhely	csikótűzhelyet	čikótűzhej	čikótűzhejet	j	e	38	276	csikótűzhelyt	čikótűzhejt	11	3.4545454545454546	1.2396908869280152	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	hipertér	hiperteret	hipertér	hiperteret	r	e	38	1659	hipertért	hipertért	3	12.666666666666666	2.538973871058276	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	hitvestárs	hitvestársat	hitveštárš	hitveštáršat	rš	a	38	994	hitvestárst	hitveštáršt	1	38	3.6375861597263857	š	r	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	2	4	424
[/N][Acc]	lepkeszárny	lepkeszárnyat	lepkesárṉ	lepkesárṉat	rṉ	a	38	1059	lepkeszárnyt	lepkesárṉt	1	38	3.6375861597263857	ṉ	r	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	3	4	434
[/N][Acc]	műszerraktár	műszerraktárat	műserraktár	műserraktárat	r	a	38	100	műszerraktárt	műserraktárt	1	38	3.6375861597263857	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rendezvénynaptár	rendezvénynaptárat	rendezvéṉnaptár	rendezvéṉnaptárat	r	a	38	10666	rendezvénynaptárt	rendezvéṉnaptárt	179	0.2122905027932961	-1.5497996461143693	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	takaréktűzhely	takaréktűzhelyet	takaréktűzhej	takaréktűzhejet	j	e	38	576	takaréktűzhelyt	takaréktűzhejt	12	3.1666666666666665	1.1526795099383853	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	aláhúzásjel	aláhúzásjelet	aláhúzášjel	aláhúzášjelet	l	e	37	173	aláhúzásjelt	aláhúzášjelt	2	18.5	2.917770732084279	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	citrommáz	citrommázat	citrommáz	citrommázat	z	a	37	219	citrommázt	citrommázt	4	9.25	2.224623551524334	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	fényvonal	fényvonalat	féṉvonal	féṉvonalat	l	a	37	252	fényvonalt	féṉvonalt	1	37	3.610917912644224	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kezdőnyugdíj	kezdőnyugdíjat	kezdőṉugdíj	kezdőṉugdíjat	j	a	37	358	kezdőnyugdíjt	kezdőṉugdíjt	1	37	3.610917912644224	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	mirigyláz	mirigylázat	miriḏláz	miriḏlázat	z	a	37	340	mirigylázt	miriḏlázt	1	37	3.610917912644224	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	mészkőszobor	mészkőszobrot	méskősobor	méskősobrot	br	o	37	205	mészkőszobort	méskősobort	2	18.5	2.917770732084279	r	b	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	évhossz	évhosszat	évhoss	évhossat	ss	a	37	84	évhosszt	évhosst	2	18.5	2.917770732084279	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	emlékkönyvtár	emlékkönyvtárat	emlékköṉvtár	emlékköṉvtárat	r	a	36	774	emlékkönyvtárt	emlékköṉvtárt	3	12	2.4849066497880004	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
