	0
ns	0.248802226979124
llfpm10	0.24074288381290365
neighbourhood_size	0.1377030586326568
nsyl	0.1231014747664961
coda1_r	0.07646012527340776
coda2_s	0.04972992307276379
coda2_š	0.04103715377405344
coda1_n	0.03830295413342117
coda1_j	0.020820316948640626
coda2_z	0.013896396592332399
coda2_ž	0.007922307083048582
coda1_l	0.0014811789311516379
