predictor	IncNodePurity
ns	241.7752622335724
nsyl	136.16888010411387
coda1n	112.26862055701099
coda2š	76.9121481260168
coda1r	73.8910926648134
llfpm10	61.68434719184017
coda2s	36.59612090167428
coda1j	8.85288777837985
coda2z	7.72844431648251
coda2ž	7.029768638114416
coda1l	0.18971941267574435
